number,state,title,created_at,closed_at,comments,labels,components,is_bug,is_crash,related_prs
7480,closed,"All CI jobs have the annotation errors ""Asset with name vk_swiftshader_* not found!""",2025-06-18T19:01:38Z,2025-07-03T00:48:34Z,3,Dev Opened,,False,False,
7479,closed,Slang Standard Library Reference doc has inaccessible section,2025-06-18T18:51:58Z,2025-08-07T10:00:32Z,3,Dev Opened,,False,False,
7477,closed,Not seeing diagnostics refresh correctly with semantic tokens disabled,2025-06-18T07:38:24Z,2025-07-02T06:57:07Z,2,Dev Reviewed,,False,False,
7467,closed,Intermittent failure of tests/ir/dump-module.slang.1,2025-06-17T19:00:40Z,2025-06-19T13:52:26Z,2,Dev Opened,,False,False,
7466,closed,Intermittency with RecordReplay on Windows/Debug CI,2025-06-17T18:58:09Z,2025-06-19T13:52:39Z,1,Dev Opened,metal,False,False,
7463,closed,Investigate new OV failures,2025-06-17T16:11:53Z,2025-06-27T17:14:22Z,2,Dev Opened,,False,False,
7460,closed,Invalid access::sample for Texture2DMS emitted for Metal,2025-06-17T06:57:44Z,2025-07-03T18:32:54Z,0,Metal,metal,False,False,
7454,closed,Assertion failure on macos,2025-06-16T16:00:11Z,2025-07-07T06:13:27Z,4,Dev Opened,,False,False,
7453,closed,Older cmake build error,2025-06-16T15:53:01Z,2025-06-18T01:17:40Z,5,Dev Opened,,False,False,
7451,closed,Generic interface with generic method not recognized as implemented,2025-06-16T12:40:33Z,2025-07-11T06:16:33Z,0,Dev Reviewed,generics,False,False,
7442,closed,Code blocks on documentation website are not readable in dark mode,2025-06-13T15:27:12Z,2025-06-16T17:12:47Z,0,Dev Reviewed|Dev Opened,,False,False,
7441,closed,Reflection system misreports `boolX` layout on CUDA,2025-06-13T13:41:18Z,2025-08-01T10:45:49Z,5,siggraph2025|Dev Opened|RTR|cuda,cuda|metal,False,False,
7440,closed,"Regression in v2025.10.3 compared to v2025.10.2, MacOS, Closest Hit Shader",2025-06-13T09:32:59Z,2025-06-24T14:33:42Z,1,,spirv,False,False,
7437,closed,[Capability System] `namespace` is not correctly checking if capabilities of children conform to parent `namespace`,2025-06-12T22:59:31Z,2025-06-16T05:11:50Z,1,Dev Opened,glsl|hlsl,False,False,
7436,closed,Add record and replay support for separate debugging,2025-06-12T22:37:14Z,2025-08-21T19:59:20Z,3,Dev Opened,,False,False,
7435,closed,Variable sized arrays in buffers produce invalid SPIRV,2025-06-12T21:24:42Z,2025-06-13T21:20:19Z,3,client support|Dev Reviewed,spirv|glsl,False,False,
7431,closed,"In mixed uniform/ParameterBlock syntax, Slang generates invalid Vulkan code",2025-06-12T15:04:06Z,2025-07-03T22:53:42Z,0,Dev Opened|RTR,spirv,False,False,
7430,closed,Slang 2025.10.2+3 break slangpy tests,2025-06-12T13:23:57Z,2025-06-14T01:37:38Z,7,Dev Opened|RTR,,False,False,
7426,closed,Add new capdef for raygen-lss,2025-06-12T06:20:51Z,2025-06-13T06:20:18Z,0,optix,,False,False,
7424,closed,unpackUint2x32 support seemingly missing,2025-06-12T01:13:32Z,2025-06-12T19:20:15Z,2,,glsl,False,False,
7421,closed,Allow default implementation of interface methods.,2025-06-11T20:43:05Z,2025-06-14T05:13:02Z,0,Dev Opened|RTR,,False,False,
7420,closed,Diagnose on use of struct inheritance.,2025-06-11T20:37:27Z,2025-06-12T14:57:43Z,0,Dev Opened|RTR,,False,False,
7417,closed,"CMake defined `SLANG_ENABLE_IR_BREAK_ALLOC,` instead of `SLANG_ENABLE_IR_BREAK_ALLOC`",2025-06-11T19:58:38Z,2025-06-12T03:38:58Z,0,Dev Opened,,False,False,
7411,closed,[Capability System] Capabilities of implementation for interface-requirement must be a super-set to the interface interface-requirement declaration,2025-06-11T16:54:12Z,2025-07-01T17:52:54Z,1,Dev Opened|Diagnostics,glsl|hlsl,False,False,
7410,closed,[Capability System] Capabilities of super-type should be a super-set of sub-type,2025-06-11T16:51:20Z,2025-08-08T21:40:26Z,0,Dev Opened|Diagnostics,glsl|hlsl,False,False,
7408,closed,[CBP] Create formal proposal for adding coherent operations through pointers,2025-06-11T15:55:50Z,2025-07-18T20:59:59Z,0,Dev Opened,,False,False,
7407,closed,[Not Implemented Yet] Workgroup memory pointer support,2025-06-11T15:38:37Z,2025-06-11T15:56:45Z,0,,spirv,False,False,
7405,closed,Reported version of slangc inconsistent between target platforms,2025-06-11T13:10:59Z,2025-08-19T21:58:50Z,14,Dev Reviewed,,False,False,
7404,closed,Add support for optixCoopVecMatMul,2025-06-11T11:43:45Z,2025-10-31T07:58:49Z,0,optix,,False,False,
7395,closed,Maintainer duties for sprint 31,2025-06-11T00:16:45Z,2025-06-30T17:52:49Z,0,Dev Opened,,False,False,
7390,closed,Fix backwards compatibility of separate debugging,2025-06-10T18:02:13Z,2025-06-13T02:14:50Z,9,Dev Opened,,False,False,
7388,closed,Intermittent failure with macos/release CI,2025-06-10T16:43:44Z,2025-06-16T23:24:12Z,7,Dev Opened,,False,False,
7386,closed,Fix optix download in slang-rhi to use a SLANG_GITHUB_TOKEN,2025-06-10T14:09:26Z,2025-06-10T18:41:49Z,1,Dev Opened,,False,False,
7385,closed,Design how to handle link time constants properly in the reflection API,2025-06-10T11:27:48Z,2025-09-29T11:24:08Z,0,Dev Opened,,False,False,
7376,closed,Slang does not correctly use C++20 on GCC10 on RHEL8,2025-06-09T17:00:49Z,2025-06-24T09:23:14Z,1,Dev Reviewed,slang-core|slang-ir|autodiff,False,False,
7373,closed,Targeting metallib on Linux (arm64) missing downstream compiler,2025-06-08T04:55:23Z,2025-06-09T07:27:48Z,1,Dev Reviewed,metal,False,False,
7365,closed,Unconditionally emit the DebugBuildIdentifier instruction,2025-06-06T22:05:53Z,2025-08-26T17:54:53Z,8,Dev Opened,spirv,False,False,
7364,closed,Incorrect witness used when both a direct implementation and an extension exists for an interface conformance.,2025-06-06T22:04:00Z,2025-06-11T19:12:54Z,0,Dev Opened|RTR,,False,False,
7362,closed,Crash when using wrong type for inout parameter (2025.10.1 wgsl target),2025-06-06T15:34:55Z,2025-07-03T00:01:38Z,2,Dev Reviewed,hlsl|wgsl,False,True,
7361,closed,"Cannot get texture_storage_2d<rgba8unorm, write> when generating wgsl shader",2025-06-06T15:14:56Z,2025-06-09T08:22:01Z,2,Dev Reviewed,wgsl,False,False,
7354,closed,support release with glibc <=2.28 for compatibility,2025-06-05T20:01:39Z,2025-06-09T20:37:10Z,1,Dev Opened|RTR,,False,False,
7351,closed,Slang CMake target configuration is missing the INSTALL_INTERFACE generator,2025-06-05T09:08:35Z,2025-06-12T16:10:31Z,2,GoodFirstBug|Dev Reviewed,,True,False,
7343,closed,Report error messages from Vulkan Validation Layer in a different channel,2025-06-04T16:08:34Z,2025-07-31T22:09:07Z,2,Dev Opened|CI Bug,,True,False,
7342,closed,Slang using LoadLibraryA to load slang-glslang.dll seems to ignore AddDllDirectory(),2025-06-04T11:33:21Z,2025-06-26T19:28:03Z,4,Dev Opened|RTR,spirv|glsl,False,False,
7338,closed,Reduce time taken for createGlobalSession,2025-06-04T08:45:12Z,2025-08-07T18:05:55Z,2,Dev Reviewed,wgsl,False,False,
7337,closed,Fix issue on enabing raytracing tests,2025-06-04T07:55:54Z,2025-06-19T11:40:00Z,0,Dev Opened|optix,,False,False,
7336,closed,Update Language Server Protocol for Raytracing PAQ,2025-06-04T07:51:36Z,2025-06-30T19:24:26Z,0,Dev Opened,,False,False,
7335,closed,Intermittent failure with Debug build due to memory leak,2025-06-04T00:34:19Z,2025-06-04T00:35:40Z,1,Dev Opened,,False,False,
7333,closed,Intermittent failures with Debug build when assertions are triggered,2025-06-03T23:57:39Z,2025-06-12T11:57:47Z,2,Dev Opened,spirv|glsl,False,False,
7332,closed,Intermittent failures with debug build regarding RPC,2025-06-03T23:53:32Z,2025-06-04T17:36:23Z,2,Dev Opened,,False,False,
7330,closed,Finalize cloud provider for Mac runners,2025-06-03T22:16:44Z,2025-08-29T22:43:51Z,1,Dev Opened,,False,False,
7329,closed,[Parent Task] Support Better MacOS testing for Slang CI,2025-06-03T22:12:28Z,2025-08-29T23:07:58Z,1,Dev Opened,,False,False,
7325,closed,dx12 isn't supported in slang-test in slang CI,2025-06-03T19:42:44Z,2025-06-04T23:52:20Z,2,Dev Opened,spirv|cuda|metal|glsl|wgsl|autodiff|generics,False,False,
7324,closed,Cuda isn't being tested in slang-rhi tests,2025-06-03T19:42:11Z,2025-06-17T18:01:07Z,4,Dev Opened,cuda,False,False,
7323,closed,[Parent task] Fix windows testing bugs,2025-06-03T19:41:34Z,2025-06-17T22:04:20Z,1,Dev Opened,cuda,False,False,
7321,closed,enable MacOS slang-rhi test in slang CI,2025-06-03T18:31:14Z,2025-08-29T23:05:46Z,1,Dev Opened,,False,False,
7320,closed,enable MacOS slangpy support in slang CI,2025-06-03T18:30:36Z,2025-08-29T23:06:27Z,1,Dev Opened,,False,False,
7316,closed,[CI] slangpy testing not checking proper backend,2025-06-03T15:17:09Z,2025-06-17T22:03:46Z,4,Dev Opened|RTR,,False,False,
7315,closed,[CUDA] Regression in slang-rhi precompiled module tests,2025-06-03T12:54:32Z,2025-06-06T15:44:55Z,3,Dev Opened|RTR,cuda,False,False,
7314,closed,unresolved external symbol __imp_slang_createGlobalSession2,2025-06-03T12:51:34Z,2025-06-03T13:01:52Z,1,,,False,False,
7312,closed,optix: Fix coopvec emission,2025-06-03T11:20:38Z,2025-10-31T07:58:50Z,2,Dev Opened|optix,cuda,False,False,
7309,closed,The SLANG_OVERRIDE_xxx_PATH cmake variables shouldn't point to the parent directory,2025-06-03T04:44:22Z,2025-07-02T02:44:35Z,1,Dev Opened,,False,False,
7308,closed,Update spirv-tools to prevent elimination of the DebugBuildIdentifier instruction,2025-06-03T03:40:52Z,2025-06-05T20:03:35Z,2,Dev Opened,spirv,False,False,
7302,closed,LaTeX in User Guide not rendering correctly on ReadTheDocs,2025-06-02T20:14:41Z,2025-06-02T20:51:27Z,3,Dev Opened,autodiff,False,False,
7301,closed,"Build issue on RHEL 8, GCC 14, ""multiple definition of Slang:: lookupCapabilityName""",2025-06-02T19:52:03Z,2025-06-09T16:52:37Z,4,Needs reporter feedback,slang-core|glsl,False,False,
7298,closed,Update slang-rhi,2025-06-02T18:27:03Z,2025-06-06T14:39:15Z,2,Dev Opened|RTR,,False,False,
7293,closed,Warning about loop being removed when max. iteration count is a specialization constants not known at compile time (Vulkan/SPIR-V),2025-05-31T14:49:46Z,2025-06-03T09:03:12Z,2,Dev Reviewed,spirv,False,False,
7277,closed,Make matrix layout documentation more discoverable,2025-05-29T21:21:21Z,2025-07-08T20:45:29Z,2,siggraph2025|Dev Opened,,False,False,
7274,closed,Make `Optional<IFoo>` consume the same amount of storage as `IFoo`.,2025-05-29T16:09:52Z,2025-06-04T20:05:59Z,0,Dev Opened|RTR,,False,False,
7271,closed,"Debug info including DebugFunction, DebugLocation, and DebugValue are missing in IR for ""#included"" Slang shader file",2025-05-29T03:34:59Z,2025-06-10T23:43:52Z,1,Dev Reviewed|Dev Opened,spirv|glsl,False,False,
7266,closed,centos release workflow is failing,2025-05-28T19:03:16Z,2025-05-30T18:44:19Z,3,,spirv|dxil,False,False,
7265,closed,Slang produces IEEE754 non-compliant code even in precise mode,2025-05-28T12:21:06Z,2025-07-11T18:23:08Z,2,siggraph2025|Dev Opened|RTR,spirv,False,False,
7261,closed,Types with interface typed fields shouldn't be treated as C-Style.,2025-05-28T00:43:46Z,2025-06-04T20:05:59Z,0,Dev Opened|Diagnostics|RTR,,False,False,
7259,closed,"Support `(a,b)` syntax for creating a tuple.",2025-05-27T22:57:00Z,2025-05-29T15:05:59Z,0,Typesystem|Dev Opened,,False,False,
7258,closed,Add ability to specify language version from slang source.,2025-05-27T22:55:27Z,2025-05-29T15:05:58Z,0,Typesystem|RTR,,False,False,
7251,closed,Fix select error when compiling HLSL using older dxc 1.6,2025-05-27T18:44:56Z,2025-06-10T16:44:10Z,2,Dev Opened,hlsl,False,False,
7250,closed,Move the DefaultLayout to Std430Layout changing logic from AST level to parameter reflection,2025-05-27T17:36:37Z,2025-06-03T23:39:51Z,0,Dev Opened,spirv|glsl|hlsl,False,False,
7249,closed,Intermittent failures with debug build,2025-05-27T16:51:32Z,2025-06-30T10:44:10Z,8,Dev Opened,metal|glsl,False,False,
7248,closed,"Slang playground: Only ints allowed as generic parameters, not floats?",2025-05-27T13:54:23Z,2025-07-16T04:10:28Z,4,Dev Opened|Diagnostics|RTR,generics,False,False,
7247,closed,Translate SV_InstanceId to gl_InstanceID (OpenGL),2025-05-27T13:52:33Z,2025-05-29T23:16:43Z,3,Dev Reviewed|glsl,glsl,False,False,
7246,closed,Array of Sampler2D's loses register attribute when converting to hlsl,2025-05-27T13:22:09Z,2025-10-30T22:37:20Z,1,Dev Reviewed,hlsl,False,False,
7245,closed,Slang playground conformance/initialization issue.,2025-05-27T12:12:09Z,2025-11-10T18:52:39Z,8,Dev Opened|RTR,,False,False,
7243,closed,Maintainer duties for sprint 30,2025-05-27T05:26:48Z,2025-06-11T04:48:53Z,0,Dev Opened,,False,False,
7239,closed,MakeTexelAvailable and MakeTexelVisible seems to be crashing compiler,2025-05-26T06:33:06Z,2025-05-26T07:16:16Z,2,Dev Opened,spirv,False,True,
7238,closed,"Support for `[[vk::binding(x, x), dynamic = true]]` syntax",2025-05-25T17:27:03Z,2025-05-26T07:28:35Z,4,,spirv|metal,False,False,
7233,closed,Generic value parameters can have incorrect values when accessed through an interface,2025-05-25T02:13:59Z,2025-07-25T01:02:02Z,14,regression|Dev Reviewed,generics,True,False,
7232,closed,Issues when accessing properties that implement an interface,2025-05-25T01:15:56Z,2025-05-25T20:44:27Z,0,,,False,True,
7223,closed,Change default for descriptor binding with Vulkan to be VkMutable,2025-05-23T19:50:50Z,2025-05-28T01:31:26Z,0,Dev Opened,,False,False,
7219,closed,Fix bug in spirv-opt to allow stripping debug and non-semantic data,2025-05-23T17:07:12Z,2025-06-06T08:27:50Z,4,Dev Opened,spirv,False,False,
7217,closed,update driver + cuda version on GCP runners,2025-05-23T00:09:35Z,2025-05-28T20:01:42Z,0,Dev Opened,cuda,False,False,
7216,closed,Auto-diff doc's error,2025-05-22T23:33:38Z,2025-06-03T19:01:09Z,0,Dev Opened,autodiff,False,False,
7208,closed,Static Constants in Interfaces Causing Segmentation Faults in `slangc`,2025-05-22T08:17:54Z,2025-05-30T21:54:32Z,1,Dev Reviewed|Diagnostics,,False,True,
7206,closed,[Optix]  Add Coop Vec Extension,2025-05-22T03:51:16Z,2025-06-11T11:44:03Z,12,Dev Opened|optix,,False,False,
7205,closed,[Optix]  - Add runnable integration tests with optix backend.,2025-05-22T03:45:09Z,2025-07-18T17:52:32Z,5,Dev Opened|optix,cuda|metal,False,False,
7204,closed,New SPIR-V validation issues from defer tests,2025-05-21T21:11:00Z,2025-05-21T21:17:53Z,1,Dev Opened,spirv,False,False,
7202,closed,slang cannot parse HLSL syntax of `sampler_state {}`,2025-05-21T16:16:07Z,2025-05-22T21:57:56Z,1,Dev Reviewed,hlsl,False,False,
7201,closed,Operator `is` and `as` don't work with an interface type as its right-hand-side operand,2025-05-21T13:35:16Z,2025-06-08T19:54:54Z,2,Dev Opened,spirv|generics,False,False,
7199,closed,Metal compute shader compilation segfaults when certain pattern is used,2025-05-21T07:05:54Z,2025-07-11T22:18:06Z,0,Dev Reviewed|Metal,metal,False,False,
7197,closed,update linux runners to use ubuntu 22.04,2025-05-21T00:13:09Z,2025-06-03T00:14:27Z,2,Dev Opened,,False,False,
7196,closed,sizeof(T) of a generic type does not produce a compile-time constant,2025-05-20T21:31:50Z,2025-05-22T19:10:44Z,0,Dev Reviewed,generics,False,False,
7193,closed,IR Deserialization: Document new IR architecture,2025-05-20T14:52:35Z,2025-07-17T04:27:19Z,1,Dev Opened,,False,False,
7192,closed,IR Deserialization: Optimize critical deserialization paths,2025-05-20T14:52:33Z,2025-07-17T11:12:43Z,1,Dev Opened,,False,False,
7191,closed,IR Deserialization: Create performance benchmarks,2025-05-20T14:52:31Z,2025-07-17T11:12:43Z,1,Dev Opened,,False,False,
7190,closed,IR Deserialization: Design review for IR backwards compat,2025-05-20T14:52:28Z,2025-07-09T08:26:07Z,1,Dev Opened,,False,False,
7189,closed,IR Deserialization: Implement IR back compat,2025-05-20T14:52:26Z,2025-07-09T08:26:08Z,1,Dev Opened,,False,False,
7188,closed,IR Deserialization: Create basic module deserialization,2025-05-20T14:52:24Z,2025-07-08T03:55:07Z,1,Dev Opened,,False,False,
7187,closed,IR Deserialization: Implement serialization to new binary format,2025-05-20T14:52:21Z,2025-07-08T03:55:06Z,1,Dev Opened,,False,False,
7186,closed,IR Deserialization: binary serialization format for IR,2025-05-20T14:52:19Z,2025-07-08T03:55:06Z,1,Dev Opened,,False,False,
7185,closed,IR Deserialization: Generate IRBuilder factory methods from definitions,2025-05-20T14:52:17Z,2025-10-21T12:48:40Z,2,Dev Opened,,False,False,
7184,closed,IR Deserialization: Generate instruction structs from IR definitions,2025-05-20T14:52:14Z,2025-06-24T17:53:20Z,2,Dev Opened,,False,False,
7183,closed,IR Deserialization: Parser for IR definitions,2025-05-20T14:52:12Z,2025-06-24T17:53:24Z,2,Dev Opened,,False,False,
7182,closed,IR Deserialization: Convert existing instructions to YAML format,2025-05-20T14:52:10Z,2025-07-01T19:05:20Z,2,Dev Opened,,False,False,
7181,closed,IR Deserialization: Define schema for instruction definitions,2025-05-20T14:52:08Z,2025-05-27T15:31:10Z,1,Dev Opened,,False,False,
7180,closed,Improve IR Deserialization epic,2025-05-20T14:51:06Z,2025-11-10T12:09:57Z,0,Dev Opened,,False,False,
7171,closed,Add support for better Mac hardware in CI,2025-05-20T00:07:34Z,2025-08-29T23:07:17Z,1,Metal|Dev Opened,,False,False,
7165,closed,Amend documentation for how bindless with Vulkan works,2025-05-19T19:54:45Z,2025-05-22T20:40:41Z,0,Dev Opened,,False,False,
7156,closed,IFloat.scale not working with vector types,2025-05-18T20:16:02Z,2025-06-30T17:02:48Z,1,Dev Reviewed|Diagnostics,generics,False,False,
7155,closed,Error when using specialization constants in function (Vulkan),2025-05-18T17:20:34Z,2025-05-30T05:04:28Z,3,Dev Reviewed,spirv,False,False,
7151,closed,Cannot use different push constants for different entry points,2025-05-17T13:51:29Z,2025-09-26T17:32:52Z,12,Dev Reviewed,glsl,False,False,
7149,closed,Improve test quality and fix the intermittent failures revealed in the debug testsuite,2025-05-17T00:39:10Z,2025-06-11T00:08:34Z,3,Dev Opened,,False,False,
7146,closed,[SP024]Addition of `-lang 2026`,2025-05-16T22:45:17Z,2025-05-22T04:11:02Z,0,Dev Opened,,False,False,
7143,closed,[SP024]Initial support for `dyn` keyword.,2025-05-16T21:52:07Z,2025-05-22T04:11:02Z,0,Dev Opened,,False,False,
7141,closed,[docs] typo in formats table,2025-05-16T10:00:52Z,2025-07-09T02:59:38Z,0,Dev Opened|RTR,,False,False,
7140,closed,[docs] missing text,2025-05-16T09:48:24Z,2025-06-10T05:40:54Z,1,Dev Opened|RTR,,False,False,
7137,closed,[release] Newer releases do not have older glibc2.17 packages available,2025-05-16T04:53:14Z,2025-06-03T15:41:17Z,6,Dev Opened,,False,False,
7135,closed,Vulkan validation layer error: VUID-vkCmdPipelineBarrier-pBufferMemoryBarriers-02818,2025-05-16T00:27:14Z,2025-06-03T23:41:03Z,1,Dev Opened,spirv,False,False,
7132,closed,Allow debug layer/validation layer to be disabled in debug build,2025-05-15T23:11:44Z,2025-05-16T21:51:48Z,0,Dev Opened,,False,False,
7130,closed,Lambda exprs without captures should be able to coerce to `functype` of compatible signature.,2025-05-15T22:58:06Z,2025-05-21T00:06:09Z,0,Dev Opened,,False,False,
7127,closed,Invalid CUDA code generated with RWStructuredBuffer & multi-level breaks,2025-05-15T21:02:31Z,2025-05-16T15:30:55Z,3,Dev Opened,cuda,False,False,
